url	chapt_title	img_path
https://training.anvilproject.org/AnVIL_101/index.html	About this Book	./resources/chapt_screen_images/index.png
https://training.anvilproject.org/AnVIL_101/about-the-authors.html	About the Authors	./resources/chapt_screen_images/about-the-authors.png
